processid	sampleid	bin_uri	genus_name	lat	lon
ATLAS229-22	RVcoll15F382	BOLD:ACE8778	Fabriciana	40.765	-7.413
BIBSA101-15	RVcoll.14-D524	BOLD:AAA8958	Argynnis	44.398	8.511
BLPAA39600-23	20-SRNP-30745	BOLD:AAC7208	NA	10.9888	-85.4234
BLPAA5831-17	16-SRNP-31322	BOLD:AAA7788	Hypoleria	11.0193	-85.41
BOPM138-12	UMKL-JJW0138	BOLD:ACE6390	Cethosia	3.085	102.114
BOPM228-12	UMKL-JJW0228	BOLD:ACA3060	Ideopsis	2.46	103.296
CHLOC097-07	07PROBE-04449	BOLD:AAA2067	Boloria	58.63	-93.798
CNNHE1756-14	BIOUG17430-E09	BOLD:AAA2067	Boloria	61.606	-125.758
CNNHF025-14	BIOUG17430-H08	BOLD:AAA2067	Boloria	61.606	-125.758
CRATA19549-22	BIOUG89950-H02	BOLD:ABX5373	Oleria	9.016	-83.004
EULEP2895-15	RVcoll.14-U848	BOLD:AAC8712	Issoria	67.49	64.05
EZBNA133-07	EZ1132CNC	BOLD:AAA9406	Boloria	61.931	-127.903
EZHBA907-07	ENT002-002475	BOLD:AAA6974	Boloria	58.616	-124.684
GBGL10043-12	HM052022	BOLD:AAD2671	Heliconius	-8.52272	-74.1142
GBGL23382-19	KX258471	BOLD:AAD3233	Oleria	-8.924	-59.131
GBGL28922-19	KY649581	BOLD:ADR2153	Actinote	-6.4	-77.483
GBGL29031-19	LT795176	BOLD:AAA3397	Boloria	50.6182	4.67501
GBGL29054-19	LT795199	BOLD:AAA3397	Boloria	46.6424	2.19402
GBGL29160-19	LT795305	BOLD:AAA5115	Boloria	49.7492	15.3833
GBGL29203-19	LC146794	BOLD:AAA9312	Brenthis	36.7674	137.469
GBGL9967-12	HM051946	BOLD:AAM3015	Oleria	-8.52272	-74.1142
GBMIN22190-13	JF451025	BOLD:ABZ6903	Mechanitis	-6.4556	-76.3444
GBMIN22828-13	JX261943	BOLD:AAB6318	Tirumala	11.16	76.4681
GBMIN26529-13	JQ733252	BOLD:ADQ5678	Acraea	5.64	7.25
GBMIN70902-17	KR150604	BOLD:AAC5742	Euploea	-12.88	136.46
GMSAV3040-18	BIOUG37433-G02	BOLD:AAS0558	NA	-26.0264	27.5448
GWORC118-07	BC ZSM Lep 02468	BOLD:AAC4419	Acraea	-17.344	144.683
KHCGE429-12	YB-KHC12921	BOLD:AAJ0461	Euploea	7.53333	99.7833
LNOA423-16	MACN-Bar-Lep-ct 07528	BOLD:AAC7292	Actinote	-26.245	-65.5445
LNOA749-16	MACN-Bar-Lep-ct 07854	BOLD:AAJ5632	Actinote	-23.761	-64.8503
MHMYF061-10	09-SRNP-36262	BOLD:AAC7786	Oleria	10.933	-85.457
RDBBC467-05	CSG22974 RM BC	BOLD:AAA9406	Boloria	53.337	-120.067
SAMOA072-17	CB_SRS05	BOLD:ADL0437	Phalanta	-13.581	-172.506
WMB4963-14	RVcoll. 14-I510	BOLD:AAA8958	Argynnis	44.326	9.388
WMB708-12	RVcoll.11-H336	BOLD:AAA8713	Issoria	37.9	14.01
ACRJP1044-23	BC-MNHNJP1387	BOLD:AAD6013	Acraea	1.25	30.883
ACRJP1061-23	BC-MNHNJP1404	BOLD:AFK4250	Acraea	-9.9	14.833
BBLOD1841-11	BIOUG01841-B06	BOLD:AAC3838	Dione	29.381	-95.595
BCIBT1197-13	YB-BCI49678	BOLD:AAD3016	Philaethria	9.15472	-79.8481
BFGCB090-11	LCB0090	BOLD:AAD3016	Philaethria	3.85743	-53.3223
BOPM401-12	UMKL-JJW0401	BOLD:AAO0453	Terinos	3.017	102.167
CBPMY580-15	CBP0585	BOLD:AAW5482	Phalanta	3.139	101.632
EULEP831-15	RVcoll.14-B946	BOLD:AAA8958	Argynnis	59.71	19.04
EZHBA664-07	CSG08913	BOLD:AAE6157	Argynnis	53.37	87.3
GBGL21801-19	KP007680	BOLD:ABY8587	Danaus	0.15592	113.965
GBGL21838-19	MG210074	BOLD:AAA8568	Dircenna	-8.52272	-74.1142
GBGL23971-19	KY750041	BOLD:ACQ3480	Pteronymia	-1.56427	-78.463
GBGL26870-19	MH269416	BOLD:AAL5461	Euploea	24.3278	91.7836
GBGL28992-19	MG735653	BOLD:AAA3397	Boloria	56.13	70.53
GBGL8313-12	GU012605	BOLD:AAC5742	Euploea	23.5863	81.173
GBGL9895-12	HM051874	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBMIN22088-13	JF451048	BOLD:ABZ6903	Mechanitis	-5.6886	-77.6654
GBMIN70747-17	KP007593	BOLD:ABX5122	Danaus	0.689918	37.9531
GBMNE59822-22	MZ026272	BOLD:AAB2344	Fabriciana	57.3367	17.0622
GWORL401-09	BC ZSM Lep 22303	BOLD:AAA9406	Boloria	47.7806	12.492
GWOSQ609-11	BC ZSM Lep 57067	BOLD:AAZ9589	Acraea	-15.2261	23.3697
LEPAR248-11	MACN-Bar-Lep-ct 01807	BOLD:AAZ3773	Heliconius	-31.8688	-58.2084
LEPPA358-12	MACN-Bar-Lep-ct 02716	BOLD:AAZ3773	Heliconius	-25.0152	-58.131100000000004
LNOA794-16	MACN-Bar-Lep-ct 07899	BOLD:AAJ5632	Actinote	-23.761	-64.8503
LNU135-17	AVM_136	BOLD:AAC5741	Euploea	22.4191	103.852
LYPAP560-09	MAL-02654	BOLD:AAD0315	Dryadula	21.312	-88.668
MHAAA402-05	00-SRNP-07	BOLD:AAA7788	Hypoleria	10.89	-85.388
MHAAC377-07	06-SRNP-36319	BOLD:ABZ7076	Heliconius	10.927	-85.468
MHMXS210-08	08-SRNP-476	BOLD:AAC7788	Pteronymia	10.8997	-85.3809
MHMYA1325-09	08-SRNP-24731	BOLD:AAA8547	Greta	11.0268	-85.4955
MHMYA1343-09	08-SRNP-23977	BOLD:AAB4305	Eueides	11.0353	-85.5365
MHMYA1351-09	08-SRNP-37103	BOLD:AAA8568	Dircenna	10.9269	-85.4682
MHMYC1222-09	08-SRNP-58422	BOLD:AAB0608	Pteronymia	10.758	-85.306
MHMYC1251-09	09-SRNP-1137	BOLD:AAB9301	Tithorea	10.9	-85.373
MHMYE994-09	09-SRNP-14770	BOLD:AAB8261	Heliconius	10.838	-85.619
MHMYG2629-10	09-SRNP-56540	BOLD:AAB9625	Pteronymia	10.7733	-85.379
MHMYK981-11	10-SRNP-36577	BOLD:AAB0608	Pteronymia	10.9292	-85.4643
MHMYS697-12	12-SRNP-30129	BOLD:AAC7787	Greta	10.9876	-85.4197
OECIN034-21	LPRC6634	BOLD:AAA8958	Argynnis	42.541	9.089
PHLAH746-12	TLMF Lep 08565	BOLD:AAB1747	Boloria	47.152	10.166
RDBBC413-05	CSG22876 CA WA	BOLD:AAA4400	Speyeria	48.742	-120.68
RNOCF266-17	XMAD_065	BOLD:AAC4394	Acraea	-21.2541	47.4219
ARCMB009-18	MBe0009	BOLD:AAC5741	Euploea	13.6622	101.087
BCIBT1930-19	YB-BCI79989.1	BOLD:AAD1349	Godyris	9.15472	-79.8481
CNCBF1016-14	CCDB-24279-F06	BOLD:AAE2403	Speyeria	45.41	-99.09
CRPSA25241-23	BIOUG99529-C01	BOLD:AAA8547	Greta	9.974	-84.093
DCHAR2569-19	CHARS00224-F01	BOLD:AAA9406	Boloria	69.132	-105.062
ETKL560-13	GibaFo1Lepi07	BOLD:AAF5485	NA	-29.81	30.778
EULEP139-14	RVcoll.10-C407	BOLD:ABY9182	Fabriciana	47.5	24.27
EULEP6351-20	VED19A473	BOLD:AAA5115	Boloria	64.9778	16.6703
GBAAW77072-24	OR570624	BOLD:ADR8261	Actinote	-3.975	-79.125
GBGL22892-19	MF688994	BOLD:ADR6065	Idea	22.3072	89.7028
GBGL23982-19	KY750018	BOLD:AAB9625	Pteronymia	4.18775	-72.6445
GBGL43271-21	MW020828	BOLD:ACS2432	Boloria	68.46	-149.42
GBGL9742-12	HM051721	BOLD:AAC9126	Hyposcada	-8.52272	-74.1142
GBGL9757-12	HM051736	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBMNC57021-20	MH675604	BOLD:AAJ1582	Argynnis	29.99	78.28
GMSAV3035-18	BIOUG37433-F09	BOLD:AAS0558	NA	-26.0264	27.5448
JRLAA014-09	JRLAA-014	BOLD:AAC8163	Euptoieta	34.4453	-86.6507
KHCBT1119-16	CCDB0329_D10	BOLD:ACA4478	Euploea	7.53333	99.7833
LEPIG136-11	MACN-Bar-Lep-ct 02023	BOLD:ACF4280	Mechanitis	-25.68	-54.17
MHMYQ1117-12	11-SRNP-21953	BOLD:AAC5422	Eueides	11.0022	-85.4634
NOB032-17	CCDB-23376 C08	BOLD:AAD5828	NA	-9.49528	-75.9669
OXB1350-15	Rvcoll_15-M702	BOLD:AAB5849	Boloria	47.237	4.415
RDHP540-06	603NK-DT.14	BOLD:AAA4400	Speyeria	50.376	-122.145
SNA031-07	JCD05859	BOLD:AAA6776	Speyeria	36.32	-121.58
SSJAD2564-13	BIOUG06173-D11	BOLD:AAA2067	Boloria	53.124	-117.775
SZCBP472-15	SCBP1472	BOLD:ABX5122	Danaus	22.558	114.147
UZINS017-22	UZSAV17	BOLD:AAB2322	Argynnis	49.153	19.153
ABLCU845-09	CSU-CPG-LEP001845	BOLD:ABZ6595	Boloria	42.43	-111.08
ABOLD594-17	TLMF Lep 21670	BOLD:ABZ5868	Boloria	47.7442	15.0669
ACRJP936-21	BC-MNHNJP1278	BOLD:AAZ4076	Acraea	2.56667	34.7833
ASARD2277-12	INB0004179140	BOLD:AAB6972	Mechanitis	9.901	-84.27
BKKP265-18	1BTF001	BOLD:ABX5122	Danaus	13.729	100.558
BPAL3445-16	CCDB-25456 C01	BOLD:AAB6580	Brenthis	41.454	74.583
CBMP128-22	CBMP0201	BOLD:AAB6973	Mechanitis	1.08	-76.439
CNGSF329-15	BIOUG21526-B02	BOLD:ABZ4892	Speyeria	49.001	-106.557
DUDU043-13	SCABRIDanaidae1043	BOLD:ABA1355	Amauris	6.29417	12.9485
EPNG10088-17	USNM ENT 01374232	BOLD:ACT0712	Cethosia	-9.84	152.978
EZHBA120-07	CSG16119	BOLD:AAA8958	Argynnis	51.6	103.6
EZSPN651-09	RVcoll.08-J840	BOLD:AAA8958	Argynnis	43.154	-4.92
GBCAB7210-24	ON586766	BOLD:AAB2344	Fabriciana	57.3367	17.0622
GBGL26872-19	KT879888	BOLD:AAJ0461	Euploea	23.5863	81.173
GBGL26930-19	KY750034	BOLD:ACQ5384	Pteronymia	-1.56427	-78.463
GBGL9898-12	HM051877	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBGL9940-12	HM051919	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN3763-14	JX573823	BOLD:ACG7590	Pteronymia	-4.69	-79.09
GBMNA10167-19	KT371371	BOLD:AAE8460	Acraea	6.52013	-9.25899
GBMNE59877-22	MZ026197	BOLD:ABY9182	Fabriciana	36.9851	22.3641
GMMDI025-15	BIOUG19176-G10	BOLD:ACT7965	Acraea	-18.9438	48.4316
GWORU354-10	BC ZSM Lep 31945	BOLD:AAB2344	Fabriciana	39.9001	15.7789
GWOSA777-10	BC ZSM Lep 36643	BOLD:ACE7514	Boloria	47.4	10.2
GWOSA841-10	BC ZSM Lep 36707	BOLD:ABX5122	Danaus	25.7166	32.6021
HBNK242-07	607NK-JB1041	BOLD:AAA2067	Boloria	66.674	-136.335
LEATG520-14	TLMF Lep 14307	BOLD:AAA9312	Brenthis	46.493	11.434
LEGI105-10	USNM ENT 00645904	BOLD:AAC5742	Euploea	-5.25	145.267
LEGI124-10	USNM ENT 00645923	BOLD:AAI9597	Danaus	-5.25	145.267
LEPAR1212-15	MACN-Bar-Lep-ct 07134	BOLD:AAC7292	Actinote	-34.4992	-58.5376
LEPIG154-11	MACN-Bar-Lep-ct 02045	BOLD:AAZ2694	Episcada	-25.68	-54.17
LEPRR094-08	RR-BOCH-NU010	BOLD:AAA2067	Boloria	60.3306	-97.2478
LNU1810-20	AVM1489	BOLD:AAC5741	Euploea	9.697	118.521
MHAAB036-05	04-SRNP-35963	BOLD:AAA6396	Greta	10.925	-85.472
MHMYM1790-11	11-SRNP-30817	BOLD:AAT9945	Hyposcada	10.9893	-85.4258
MHMYQ182-12	11-SRNP-21646	BOLD:AAA8568	Dircenna	11.0175	-85.4741
SSPAC10189-13	BIOUG08489-D01	BOLD:AAA6552	Speyeria	53.7125	-106.048
SZCBP365-15	SCBP1365	BOLD:AAJ1582	Argynnis	22.558	114.147
WMB6595-18	RVcoll14V686	BOLD:ACE7514	Boloria	42.49	13.55
XAB109-04	04HBL005109	BOLD:AAA9566	Danaus	43.537	-80.134
ACRJP934-21	BC-MNHNJP1276	BOLD:AAJ2899	Acraea	2.56667	34.7833
ASARD2373-12	INB0004179086	BOLD:AAC7788	Pteronymia	9.901	-84.27
BBLOD199-11	BIOUG01552-H02	BOLD:AAC3838	Dione	26.187	-98.379
BBLWU271-09	09BBLEP-04951	BOLD:AAD6393	Danaus	32.6924	-114.498
BCIBT1091-13	YB-BCI46562	BOLD:AAE0394	Aeria	9.15472	-79.8481
BKKP285-18	2WCW008	BOLD:AAW6756	Cethosia	13.812	100.554
BLPDV1558-18	17-SRNP-32567	BOLD:AAC2520	Pseudoscada	10.9817	-85.4278
BOPM507-12	UMKL-JJW0507	BOLD:ABY2739	Acraea	2.873	101.335
BOPM529-12	UMKL-JJW0529	BOLD:AAC1308	Tirumala	3.317	101.75
CBPMY349-15	CBP0354	BOLD:AAM2382	Euploea	3.097	101.719
DMAZ132-09	DMTRN-0226	BOLD:AAC8163	Euptoieta	31.52	-110.33
GBGL23386-19	KT225387	BOLD:ADR5883	Oleria	-11.5246	-54.3552
GBGL23977-19	KY750064	BOLD:ACQ5389	Pteronymia	-1.56427	-78.463
GBGL29121-19	LT795266	BOLD:AAA3397	Boloria	59.0394	98.6705
GBGL29132-19	LT795277	BOLD:AAA3397	Boloria	64.87	-147.737
GBGL9795-12	HM051774	BOLD:ACE4541	Napeogenes	-8.52272	-74.1142
GBGL9946-12	HM051925	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBGL9983-12	HM051962	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN2085-09	FJ468807	BOLD:ACF0992	Napeogenes	0.48	-77.56
GBMIN22123-13	JF450978	BOLD:ABZ6903	Mechanitis	-0.4978	-76.3742
GBMIN22209-13	JF450987	BOLD:ACF4280	Mechanitis	-9.1036	-75.7411
GBMIN70803-17	KP007713	BOLD:AAA9566	Danaus	19.08	-70.6032
GBMIN70873-17	KR150565	BOLD:AAC5742	Euploea	-12.3	136.9
GBMIN71260-17	KY750006	BOLD:ADR9437	Pteronymia	-1.56427	-78.463
GBMNE59860-22	MZ026180	BOLD:AAB2322	Argynnis	40.205	21.064
GMSAV3032-18	BIOUG37433-F06	BOLD:AAS0558	NA	-26.0264	27.5448
HBNK633-07	612NK-28645.1	BOLD:AAA9406	Boloria	59.708	-133.354
LCHP546-07	07PROBE-10216	BOLD:AAA2067	Boloria	58.776	-93.736
LCHP550-07	07PROBE-10220	BOLD:AAA2067	Boloria	58.776	-93.736
LEATG016-14	TLMF Lep 13803	BOLD:ABZ5868	Boloria	47.131	11.719
LEPAA780-16	GBIFCH-BOL_LEPAA_0781	BOLD:AAA9312	Brenthis	46.9056	7.76676
LEPIG118-11	MACN-Bar-Lep-ct 02001	BOLD:ACF4280	Mechanitis	-25.68	-54.17
LNOA1003-16	MACN-Bar-Lep-ct 08108	BOLD:AAZ7818	Danaus	-27.2977	-65.8459
MHAAB564-05	05-SRNP-879	BOLD:AAB4305	Eueides	10.9	-85.373
MHAAC261-06	06-SRNP-3725	BOLD:AAA8568	Dircenna	10.9	-85.373
MHMYN6431-14	14-SRNP-41170	BOLD:AAB6972	Mechanitis	10.8967	-85.29
MHMYQ202-12	11-SRNP-35502	BOLD:AAA6396	Greta	10.9247	-85.4674
MHMYS761-12	12-SRNP-13182	BOLD:AAD6393	Danaus	10.8352	-85.6248
NOB045-17	CCDB-23376 D09	BOLD:ACF3813	NA	-9.49528	-75.9669
RDBBC660-05	CSG22103 C BC	BOLD:AAA4400	Speyeria	53.048	-121.426
TRIHL919-22	IAvH-TRI-A1780	BOLD:AAB6669	Dryas	3.06722	-75.3839
ASARD2251-12	INB0004127796	BOLD:AAE0394	Aeria	8.546	-83.398
ASARD2330-12	INB0003740337	BOLD:ABX5373	Oleria	10.718	-85.145
ATLAS738-22	RVcoll21A182	BOLD:AAB2322	Argynnis	50.146	4.779
BBLWU266-09	09BBLEP-04946	BOLD:AAD6393	Danaus	32.6924	-114.498
BDE387-19	RVcoll15F702	BOLD:AAA8958	Argynnis	43.1581	0.231234
BLPAA38921-22	21-SRNP-35023	BOLD:AAA6396	NA	10.929	-85.464
BLPAA7570-17	17-SRNP-75077	BOLD:AAD6393	Danaus	10.9355	-85.2531
BLPAB553-06	06-SRNP-101492	BOLD:AAA8568	Dircenna	10.927	-85.468
BPAL3378-16	CCDB-25452 E05	BOLD:AAB6580	Brenthis	47.6415	66.3759
CNCBF739-14	CCDB-24272-G02	BOLD:AAA3397	Boloria	49.22	-90.67
CZBB521-23	KA-8119	BOLD:AAA3397	Boloria	48.717	14.205
EZBNB112-08	CBjS07-1020b.1	BOLD:AAC9421	Boloria	49.639	-109.602
EZROM784-08	RVcoll.08-M273	BOLD:AAB4702	Argynnis	44.557	22.22
GBGL8280-12	GU012565	BOLD:AAI9595	Danaus	23.5863	81.173
GBGL9848-12	HM051827	BOLD:AAD6385	Scada	-8.52272	-74.1142
GBLAA1334-15	BC ZSM Lep 87030	BOLD:AAA8958	Argynnis	50.026	9.797
GBLN1529-08	EU068987	BOLD:AAD5359	Hypothyris	-0.5	-76.37
GBMIN22119-13	JF450986	BOLD:ABY4498	Mechanitis	8.6874	-79.9197
GMSAV3018-18	BIOUG37433-E04	BOLD:AAS0558	NA	-26.0264	27.5448
GMSAW1748-14	BIOUG14722-A10	BOLD:AAS0558	NA	-26.026	27.545
JSBIC023-14	GWS037808	BOLD:AAC5741	Euploea	-12.1879	96.8288
KHCBT547-11	YB-khc8287	BOLD:AAZ4523	Parantica	7.53333	99.7833
LCH508-04	04HBL003508	BOLD:AAA2067	Boloria	58.73	-93.82
LEPAA480-16	GBIFCH-BOL_LEPAA_0480	BOLD:AAA8713	Issoria	46.6205	9.3319
LOQT686-06	gvc5735-1L	BOLD:AAC4419	Acraea	-19.381	146.449
LOQTI427-11	gvc16498-1L	BOLD:AAI9597	Danaus	-19.2828	146.801
MHMYK982-11	10-SRNP-36118	BOLD:AAA8568	Dircenna	10.9269	-85.4682
MXBLP065-10	ChamLep-0065	BOLD:AAC3838	Dione	19.498	-105.044
MYENT077-17	USNMENT00804900	BOLD:AAN1870	Parantica	11.0651	98.9158
SCBMF265-19	BIOUG46678-A02	BOLD:AAM2418	Agraulis	24.1712	-76.4439
SNA057-07	JCD09429A	BOLD:ABZ4893	Speyeria	36.31	-121.57
WMB6938-19	VR0377	BOLD:ACE7514	Boloria	44.7006	7.1085
ACRJP218-09	BC-MNHNJP0560	BOLD:AAE8459	Acraea	-2	12
ASARD2418-12	INB0003341056	BOLD:AAC2520	Pseudoscada	9.981	-83.454
ASARD2956-12	INB0004250613	BOLD:ABU8723	Callithomia	10.416	-84.13
BIBSA666-15	RVcoll. 15-A829	BOLD:AAL5934	Boloria	39.3885	16.602
BLPDV6578-18	17-SRNP-32479	BOLD:AAA8570	Oleria	9.86347	-84.1467
BLPDV6583-18	18-SRNP-30133	BOLD:AAC2520	Pseudoscada	10.9876	-85.4197
BLPEE7976-14	11-SRNP-36154	BOLD:AAA8568	Dircenna	10.9245	-85.4695
CHLOC023-07	07PROBE-00435	BOLD:AAA2067	Boloria	58.63	-93.798
CRCCB10164-23	CBG-A05366-E06	BOLD:AAC7786	NA	10.933	-85.457
DUDU190-13	SCABRIPaper1094	BOLD:AAF5811	Acraea	6.29417	12.9485
EZHBA881-07	CSG16843	BOLD:AAA2067	Boloria	50.56	97.06
GBCAB7253-24	ON586791	BOLD:AAB2344	Fabriciana	57.3409	17.0698
GBGL21697-19	MG210066	BOLD:ABU8723	Callithomia	-8.52272	-74.1142
GBGL23379-19	KT225384	BOLD:ADR5884	Oleria	-11.5246	-54.3552
GBGL29052-19	LT795197	BOLD:AAA3397	Boloria	64.9778	16.6703
GBGL9711-12	HM051690	BOLD:ACE4521	Brevioleria	-8.52272	-74.1142
GBGL9902-12	HM051881	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBLN3743-14	JX573804	BOLD:AAM4747	Oleria	-4.69	-79.09
GBMIN18203-13	JX445988	BOLD:ACD2166	Fabriciana	36.4024	127.762
GBMIN18211-13	JX445972	BOLD:ABY9182	Fabriciana	36.4024	127.762
GBMIN22197-13	JF451011	BOLD:ACF4540	Mechanitis	-6.4556	-76.3444
GBMIN70738-17	KP007605	BOLD:ABX5122	Danaus	9.7383	124.343
GBMNC57286-20	MT180774	BOLD:AAK4132	Idea	40.9182	-72.6564
HBNK734-07	761NK-DT55	BOLD:AAA3397	Boloria	51.202	-122.539
LEPAR109-11	MACN-Bar-Lep-ct 01467	BOLD:AAM2418	Dione	-31.8688	-58.2084
LEPPA032-11	MACN-Bar-Lep-ct 03109	BOLD:AAM2418	Dione	-35.13	-57.38
LNOA666-16	MACN-Bar-Lep-ct 07771	BOLD:AAZ4738	Episcada	-24.7231	-64.645
LNU1830-20	AVM1509	BOLD:AAC5741	Euploea	9.697	118.521
LYPAP663-09	MAL-02663	BOLD:AAB6669	Dryas	21.204	-86.713
MHMYK7816-15	15-SRNP-75342	BOLD:AAC3838	Dione	10.9355	-85.2531
MHMYK986-11	10-SRNP-7411	BOLD:AAB0608	Pteronymia	10.8647	-85.4153
MHMYL8056-16	16-SRNP-36032	BOLD:AAB3218	Danaus	10.9047	-85.468
RDBBC419-05	CSG22882 CA WA	BOLD:AAA2067	Boloria	48.742	-120.68
CZBB504-23	CS5-7	BOLD:AAB2344	Fabriciana	50.031	17.326
DUDU095-13	SCABRIDanaidae1095	BOLD:ACG6343	Amauris	3.36105	8.66213
EULEP910-15	RVcoll.14-C768	BOLD:ACE7514	Boloria	41.766	23.402
EZBNA676-07	EZ0256CNC	BOLD:AAA6974	Boloria	58.58	-124.76
EZBNB107-08	CBjS07-1015l	BOLD:AAC9421	Boloria	50.621	-102.716
EZROM038-08	RV-07-D972	BOLD:AAA8958	Argynnis	44.9	25.633
EZROM053-08	RV-07-E454	BOLD:ACE7514	Boloria	45.4	25.467
EZROM1033-08	RVcoll.08-M366	BOLD:AAA8713	Issoria	46.181	27.251
EZROM573-08	RV-07-C336	BOLD:AAA5115	Boloria	47.783	25.9
EZROM708-08	RV-06-H895	BOLD:AAA9312	Brenthis	41.737	2.328
EZROM807-08	RVcoll.08-M478	BOLD:AAA9312	Brenthis	44.868	28.644
EZROM851-08	RVcoll.07-C423	BOLD:AAB5849	Boloria	44.777	25.211
EZSPC1196-10	RVcoll.09-V387	BOLD:ABX5122	Danaus	40.65	0.761
EZSPC1347-10	RVcoll.130209KL61	BOLD:AAA9566	Danaus	38.556	-0.161
EZSPC247-09	RVcoll.08-P220	BOLD:ABY9182	Fabriciana	42.354	1.951
EZSPC733-10	RVcoll.08-H908	BOLD:AAA9312	Brenthis	40.287	-5.829
EZSPN971-09	RVcoll.08-L991	BOLD:AAA9312	Brenthis	40.231	-1.96
FBLMT910-09	BC ZSM Lep 25470	BOLD:AAA3397	Boloria	47.9465	10.9154
FBLMU475-09	BC ZSM Lep 27125	BOLD:ABZ5868	Boloria	47.7288	12.5594
FPMBC203-15	Count_203	BOLD:ABY2739	Acraea	3.21097	101.613
FWEB023-20	SIHOL684	BOLD:ADQ5676	NA	1.28217	32.3437
GBCAB7248-24	ON586750	BOLD:AAB2344	Fabriciana	57.6985	18.7217
GBGL9835-12	HM051814	BOLD:ACB6097	Heliconius	-8.52272	-74.1142
GBLAA349-14	BC ZSM Lep 80345	BOLD:AAB5849	Boloria	53.1333	11.2667
GBLAB326-13	BC ZSM Lep 72627	BOLD:AAB2322	Argynnis	49.1497	7.30889
GBLAB771-13	BC ZSM Lep 75542	BOLD:AAA9406	Boloria	47.488	11.256
GBLAD463-14	BC ZSM Lep 77989	BOLD:AAB2344	Fabriciana	47.9378	11.0874
GBLN1638-08	EU068860	BOLD:AAC3055	Melinaea	-0.52	-76.4
GBLN3789-14	JX573757	BOLD:AAA8568	Dircenna	-0.65	-77.78
GRAFW1639-12	ZA2012-4437	BOLD:AAA2067	Boloria	74.1685	-42.0757
LEPAA309-16	GBIFCH-BOL_LEPAA_0309	BOLD:AAB2344	Fabriciana	46.1783	8.79844
LEPAR989-14	MACN-Bar-Lep-ct 06056	BOLD:AAB6669	Dryas	-26.3051	-58.83
LEPPA901-14	MACN-Bar-Lep-ct 06313	BOLD:AAM2418	Dione	-34.7013	-58.2943
LYPAP536-09	MAL-02630	BOLD:AAA9566	Danaus	18.591	-89.258
MABUT042-10	NIBGE BUT-00042	BOLD:AAN4343	Argynnis	32.0667	72.6667
MBIO501-13	R3BL125	BOLD:ABY3235	NA	3.13	101.657
MHMYQ1108-12	11-SRNP-81057	BOLD:AAB6972	Mechanitis	10.944	-85.3174
PRMAR294-21	MZUPRRP-In-16163	BOLD:ABY9065	Euptoieta	17.971800000000002	-66.8677
SAFRA2283-18	BIOUG37872-H05	BOLD:AAC4394	NA	-24.9929	31.5842
SNA069-07	JCD17453	BOLD:ABZ2169	Speyeria	33.423	-105.712
WMB666-12	RVcoll.06-G607	BOLD:ABY9182	Argynnis	32.986	-5.07
ATLAS008-22	RVcoll18B655	BOLD:AAB4702	Argynnis	28.345	-16.586
BCIBT112-09	YB-BCI12172	BOLD:AAC7209	Heliconius	9.15472	-79.8481
BLPEE8090-14	13-SRNP-36002	BOLD:AAC7787	Greta	10.9247	-85.4674
BPAL2081-13	CCDB-17947 H02	BOLD:AAA9406	Boloria	47.6415	66.3759
CNCLB3157-15	CNCLEP 00116268	BOLD:AAA4400	Speyeria	49.6595	-110.101
CRPEA1764-21	BIOUG72917-E09	BOLD:AAA8547	Greta	9.973	-84.094
EPNG10105-17	USNM ENT 01374249	BOLD:AAC5742	Euploea	-11.285	153.184
EZHBA020-07	CSG16018	BOLD:AAB2322	Fabriciana	40.3	43.65
EZHBA134-07	CSG16133	BOLD:AAA2067	Boloria	57.235	59.332
EZHBA153-07	CSG16152	BOLD:AAB1747	Boloria	57.235	59.332
EZHBA158-07	CSG16157	BOLD:AAB2859	Boloria	51.11	106.25
EZHBA180-07	CSG16179	BOLD:AAA9312	Brenthis	51.11	106.25
EZHBA381-07	CSG16724	BOLD:AAA2067	Boloria	56.145	160.77
EZHBA740-07	CSG16485	BOLD:ACE7515	Boloria	50	88.6
EZROM062-08	RV-07-C970	BOLD:AAB6580	Brenthis	44.867	22.4
EZSPC1202-10	RVcoll.09-V428	BOLD:AAB2322	Argynnis	37.094	-3.115
GBGL21920-19	KR150548	BOLD:AAC5742	Euploea	-17.47	141.18
GBGL9798-12	HM051777	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBGL9899-12	HM051878	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBGL9985-12	HM051964	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN1408-08	EU069108	BOLD:AAD9176	Pteronymia	-0.52	-76.4
GBLN1689-08	EU068809	BOLD:AAD5359	Hypothyris	-0.52	-76.4
GBMIN70778-17	KP007652	BOLD:ABY8587	Danaus	0.15592	113.965
GBMIN70903-17	KR150603	BOLD:AAC5742	Euploea	-12.88	136.46
GBMNC57140-20	MH635336	BOLD:ABX5122	Danaus	29.99	78.28
