processid	sampleid	bin_uri	genus_name	lat	lon
EULEP3555-16	RVcoll14W721	BOLD:ABZ5868	Boloria	46.263	10.836
EULEP628-15	RVcoll.11-J014	BOLD:AAA8958	Argynnis	46.366	7.62
EZHBA421-07	CSG08528	BOLD:AAA9406	Boloria	63.114	75.608
EZROM599-08	RV-07-D052	BOLD:ABY9182	Fabriciana	44.816	28.689
EZSPN730-09	RVcoll.08-L138	BOLD:ABY9182	Fabriciana	37.097	-2.97
EZSPN734-09	RVcoll.08-L142	BOLD:AAA8713	Issoria	37.097	-2.97
GBGL10021-12	HM052000	BOLD:ACB4679	Oleria	-8.52272	-74.1142
GBGL21917-19	KR150528	BOLD:AAC5742	Euploea	-12.66	141.84
GBGL24003-19	KY750095	BOLD:ACG7590	Pteronymia	-8.52272	-74.1142
GBGL29007-19	MG735668	BOLD:AAA3397	Boloria	59.0394	98.6705
GBGL29040-19	LT795185	BOLD:AAA3397	Boloria	40.365	-3.65163
GBLN1722-08	EU068776	BOLD:ACF3813	Ceratinia	-0.52	-76.4
GBMNE59801-22	MZ026251	BOLD:AAB2344	Fabriciana	47.2836	3.47296
GBMNE59884-22	MZ026205	BOLD:ABY9182	Fabriciana	40.2046	21.0637
GMSAV3026-18	BIOUG37433-E12	BOLD:AAS0558	NA	-26.0264	27.5448
GWOUC011-19	BC ZSM Lep 106752	BOLD:AAA9312	Brenthis	46.3086	11.4273
LEATG056-14	TLMF Lep 13843	BOLD:AAB5849	Boloria	47.05	10.69
LEPAR349-11	MACN-Bar-Lep-ct 00285	BOLD:AAZ3773	Heliconius	-25.68	-54.17
LMAD155-10	AC0155-8033866	BOLD:AAD9716	Telchinia	-20.5946	46.5629
LOTA928-09	BC-GVW1116	BOLD:AAF5416	Acraea	1.184	13.107
LPALE3283-23	TLMF_Lep_37067	BOLD:ABZ0053	Boloria	42.354	73.804
LPMN699-08	08BBLEP-01500	BOLD:AAC9421	Boloria	50.679	-99.804
MHMXY455-09	08-SRNP-36346	BOLD:AAA8568	Dircenna	10.927	-85.468
MHMYT1113-13	12-SRNP-85679	BOLD:AAJ0174	Eueides	10.8993	-85.2749
ACRJP1027-23	BC-MNHNJP1370	BOLD:ABY5917	Acraea	1.25	30.883
ACRJP1030-23	BC-MNHNJP1373	BOLD:AAJ2899	Acraea	2.067	34.283
BBLPA062-10	10BBCLP-0062	BOLD:AAB9155	Boloria	51.265	-117.494
BLPAA11774-18	17-SRNP-36215	BOLD:ACE4185	Pteronymia	10.89	-85.4797
BLPDV5022-18	18-SRNP-35007	BOLD:AAA6396	Greta	10.9269	-85.4682
CRPEB10255-21	BIOUG64456-B04	BOLD:AAA8547	Greta	9.973	-84.094
CRPSA3646-22	BIOUG85459-D03	BOLD:AAA8547	Greta	9.974	-84.093
CZBB536-23	AB71-2	BOLD:AAB6580	Brenthis	48.86	17.411
EZSPN062-09	RVcoll.09-V690	BOLD:AAA5115	Boloria	42.457	1.76
GBCAB7267-24	ON586773	BOLD:AAB2344	Fabriciana	57.3367	17.0622
GBGL10026-12	HM052005	BOLD:AAB8261	Heliconius	-8.52272	-74.1142
GBGL19553-15	KP074861	BOLD:AAC7208	Laparus	8.43954	-80.1443
GBGL22122-19	MG546261	BOLD:ADR5523	Heliconius	3.85743	-53.3223
GBGL23978-19	KY750065	BOLD:ACQ5389	Pteronymia	-1.56427	-78.463
GBGL29051-19	LT795196	BOLD:AAA3397	Boloria	64.9778	16.6703
GBGL29089-19	LT795234	BOLD:AAA3397	Boloria	59.0394	98.6705
GBGL29188-19	LT795333	BOLD:AAA5115	Boloria	49.7492	15.3833
GBGL9721-12	HM051700	BOLD:AAZ3773	Heliconius	-8.52272	-74.1142
GBGL9761-12	HM051740	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBLN1481-08	EU069035	BOLD:ABY9920	Episcada	-0.52	-76.4
GBMIN22091-13	JF451042	BOLD:ACF0134	Mechanitis	-6.2975	-76.2344
GBMIN22146-13	JF450932	BOLD:ACF0124	Mechanitis	-0.4978	-76.3742
GBMIN22194-13	JF451017	BOLD:ACF4540	Mechanitis	-0.3981	-76.1277
GBMIN70734-17	KP007599	BOLD:ABX5122	Danaus	7.7611	98.7703
GBMNA43870-19	MK252955	BOLD:AAA5115	Boloria	42.3738	2.30525
GBMNC57138-20	MH635338	BOLD:ABX5122	Danaus	29.99	78.28
GBMNE59828-22	MZ026278	BOLD:AAB2344	Fabriciana	65.8563	20.4228
GMMVA22505-22	BIOUG85517-H10	BOLD:AEZ8430	NA	20.032	-97.106
GRAFW1604-12	ZA2012-0247	BOLD:AAA2067	Boloria	74.1685	-42.0757
KHCBT1222-16	CCDB03534_G09	BOLD:ACE6390	Cethosia	7.53333	99.7833
LNOA599-16	MACN-Bar-Lep-ct 07704	BOLD:AAZ4738	Episcada	-24.7231	-64.645
LYPAP541-09	MAL-02635	BOLD:AAB1242	Dione	18.608	-89.3
MHAAC252-06	06-SRNP-4980	BOLD:AAE3458	Godyris	10.871	-85.391
MHMXE551-06	06-SRNP-3226	BOLD:AAB6623	Eueides	10.93	-85.372
NBNK079-11	2823nk-nk7	BOLD:AAA4400	Speyeria	49.63	-110.33
OXB1387-15	Rvcoll_15-M752	BOLD:AAB2344	Fabriciana	47.261	4.57
ACRJP077-09	BC-MNHNJP0359	BOLD:AAD9185	Acraea	6.53333	-3
ACRJP1033-23	BC-MNHNJP1376	BOLD:ABY5917	Acraea	0.8	30.467
ASARD2338-12	INB0003341194	BOLD:AAC7543	Ceratinia	8.681	-83.227
ASARD2701-12	INB0003386729	BOLD:AAC3568	Heliconius	9.981	-83.472
CCHAR1331-19	CHARS00127-F12	BOLD:AAA3398	Boloria	69.2187	-104.926
EULEP2101-15	RVcoll.14-J590	BOLD:AAB6580	Brenthis	44.48	34.07
EZHBA741-07	CSG16486	BOLD:AAA9406	Boloria	50	88.6
EZROM607-08	RV-06-M910	BOLD:AAA9312	Brenthis	46.874	23.119
GBCAB7215-24	ON586776	BOLD:AAB2344	Fabriciana	57.3367	17.0622
GBGL29134-19	LT795279	BOLD:AAA3397	Boloria	64.87	-147.737
GBGL43260-21	MW020529	BOLD:AAA2067	Boloria	38.51	-106.33
GBGL9729-12	HM051708	BOLD:AAD3233	Oleria	-8.52272	-74.1142
GBGL9764-12	HM051743	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBGL9838-12	HM051817	BOLD:ACB6097	Heliconius	-8.52272	-74.1142
GBGL9875-12	HM051854	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBGL9950-12	HM051929	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN1453-08	EU069063	BOLD:AAE2588	Hypothyris	-0.5	-76.37
GBLN2146-09	FJ468746	BOLD:ACF0993	Napeogenes	-3.99	-79.93
GBLN3766-14	JX573827	BOLD:ACG7693	Veladyris	-4.69	-79.09
GBLN3785-14	JX573787	BOLD:AAD5359	Hypothyris	-0.92	-77.73
GBMIN70876-17	KR150581	BOLD:AAC5742	Euploea	-12.43	136.84
GBMIN70877-17	KR150574	BOLD:AAC5742	Euploea	-12.52	135.91
GBMIN70906-17	KR150608	BOLD:AAC5742	Euploea	-13.01	135.96
LEPPA056-11	MACN-Bar-Lep-ct 03136	BOLD:AAC7292	Actinote	-35.13	-57.38
LEPPA759-13	MACN-Bar-Lep-ct 03660	BOLD:AAM2418	Dione	-27.5529	-58.6795
LNOA844-16	MACN-Bar-Lep-ct 07949	BOLD:ACQ3476	Pteronymia	-27.2977	-65.8459
MHMYG2628-10	09-SRNP-56531	BOLD:ACE4185	Pteronymia	10.7733	-85.379
SATHA26984-23	CBG-A04535-A01	BOLD:ADQ5676	NA	-22.967	30.463
ABOLD662-17	TLMF Lep 21738	BOLD:AAB2322	Argynnis	48.3081	16.1853
ACRJP1019-23	BC-MNHNJP1362	BOLD:AAJ3152	Acraea	-3.417	19.483
ACRJP693-11	BC-MNHNJP1130	BOLD:AAZ4405	Acraea	-2.48	29.15
ASARD2406-12	INB0003705751	BOLD:AAA6396	Greta	9.85	-84.16
BIBSA081-14	LEP-SS-00081	BOLD:AAA9312	Brenthis	39.3953	16.5986
BLPAA40495-23	20-SRNP-57651	BOLD:ACE4185	Pteronymia	10.7625	-85.3369
BOPM337-12	UMKL-JJW0337	BOLD:ACA4585	Vindula	3.085	102.114
BPAL3392-16	CCDB-25452 F07	BOLD:AAA9312	Brenthis	59.0394	98.6705
BPALB411-17	CCDB-23846 C07	BOLD:ACB4679	NA	-8.52272	-74.1142
CNCBF689-14	CCDB-24272-B12	BOLD:ABZ0596	Speyeria	49.4	-110.19
CNCBF742-14	CCDB-24272-G05	BOLD:AAA5114	Boloria	45.7898	-82.7364
DUDU081-13	SCABRIDanaidae1081	BOLD:AAR3660	Amauris	-3.33863	23.4198
EULEP172-14	RVcoll.11-J316	BOLD:AAA8958	Argynnis	46.715	23.666
EULEP2670-15	RVcoll.14-N754	BOLD:AAA9406	Boloria	47.85	6.61
EULEP3510-16	RVcoll15G857	BOLD:AAB1747	Boloria	46.2936	8.27976
EULEP6256-20	VED18A160	BOLD:AAB1747	Boloria	65.0158	25.6574
EZBNA162-07	EZ1161CNC	BOLD:ABZ2169	Speyeria	61.219	-123.774
EZSPC279-09	RVcoll.08-R279	BOLD:AAB2344	Fabriciana	42.167	2.364
GBGL26841-19	KP007641	BOLD:ACG2034	Danaus	19.1181	-70.6062
GBGL29112-19	LT795257	BOLD:AAA3397	Boloria	52.0685	19.4357
GBLN1455-08	EU069061	BOLD:AAE2588	Hypothyris	-0.52	-76.4
GBLN1667-08	EU068831	BOLD:AAD5182	Ithomia	-0.52	-76.4
GBLN1728-08	EU068770	BOLD:AAD7650	Brevioleria	-0.52	-76.4
GBMIN70788-17	KP007675	BOLD:AAJ4334	Danaus	3.0058	128.124
GBMIN70856-17	KR150530	BOLD:AAC5742	Euploea	-12.66	141.84
GBMIN70878-17	KR150559	BOLD:AAC5742	Euploea	-12.59	136.22
GMMDM065-15	BIOUG20057-F04	BOLD:AAD9990	Acraea	-18.9438	48.4316
HBNK255-07	607NK-JB151	BOLD:AAA3398	Boloria	67.177	-135.832
HBNK664-07	761NK-TA3	BOLD:ABZ0596	Speyeria	38.7	-79.532
LCH071-04	04HBL003071	BOLD:AAA3397	Boloria	58.73	-93.82
LEGI078-10	USNM ENT 00645877	BOLD:AAM5148	Euploea	-5.25	145.267
LEPIG469-11	MACN-Bar-Lep-ct 02404	BOLD:ABY5743	Heliconius	-25.715	-54.4408
LOQTE799-10	gvc14184-1L	BOLD:AAI9597	Danaus	-19.2828	146.801
LOWA216-06	2005-LOWA-216	BOLD:AAC8712	Issoria	49.467	86.517
LPAB287-08	08BBLEP-02609	BOLD:AAA6552	Speyeria	49.08	-113.92
MHAAA063-05	03-SRNP-16490	BOLD:AAB7445	Heliconius	11.018	-85.45
MHAAC369-07	07-SRNP-35063	BOLD:AAA6396	Greta	10.929	-85.464
NOB023-17	CCDB-23376 B11	BOLD:ACB4679	NA	-9.49028	-75.9461
PLNDY1223-20	BIOUG58204-D04	BOLD:AAB6972	Mechanitis	10.763	-85.334
RDBBC092-05	CSG22785 C BC	BOLD:ABZ2169	Speyeria	52.664	-123.091
WMB2061-13	RVcoll.12-Q848	BOLD:ABY9182	Fabriciana	39.93	16.17
WMB2259-13	RVcoll.12-R420	BOLD:ABY9182	Fabriciana	38.388	16.207
BIBSA362-15	RVcoll.14-I030	BOLD:ABY9182	Fabriciana	45.688	7.476
BIBSA636-15	RVcoll. 15-A799	BOLD:AAL5934	Boloria	39.8785	16.2885
BLPAA39906-23	20-SRNP-36814	BOLD:AAA8568	NA	10.9269	-85.4682
DUDU079-13	SCABRIDanaidae1079	BOLD:ACG6218	Amauris	6.29417	12.9485
EULEP2655-15	RVcoll.14-N595	BOLD:ABY9182	Argynnis	30.56	-7.68
EULEP5030-16	RVcoll16I970	BOLD:AAA8958	Argynnis	48.5628	20.4033
GBCAB7238-24	ON586775	BOLD:AAB2344	Fabriciana	56.5992	14.2406
GBGL28912-19	KU360730	BOLD:AAJ2868	Acraea	30.5226	77.8575
GBGL29057-19	LT795202	BOLD:AAA3397	Boloria	65.0158	25.6574
GBGL29108-19	LT795253	BOLD:AAA3397	Boloria	52.0685	19.4357
GBGL9754-12	HM051733	BOLD:ACF4809	Hyposcada	-8.52272	-74.1142
GBGL9820-12	HM051799	BOLD:AAC7160	Hyposcada	-8.52272	-74.1142
GBGL9893-12	HM051872	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBGL9896-12	HM051875	BOLD:ACE3570	Napeogenes	-8.52272	-74.1142
GBGL9917-12	HM051896	BOLD:AEX1951	Ithomia	-8.52272	-74.1142
GBGL9982-12	HM051961	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN1446-08	EU069070	BOLD:ACF4280	Mechanitis	-0.52	-76.4
GBLN1498-08	EU069018	BOLD:AAD6385	Scada	-0.5	-76.37
GBLN3745-14	JX573797	BOLD:AAM3014	Oleria	-4.69	-79.09
GBMIN70797-17	KP007685	BOLD:ABY8587	Danaus	7.5496	99.7846
GBMNA43863-19	MK252948	BOLD:AAA5115	Boloria	68.3463	18.7916
GBMNC57128-20	MH635348	BOLD:ABX5122	Danaus	29.23	79.27
GBMNE59835-22	MZ026285	BOLD:AAB2344	Fabriciana	57.3367	17.0622
GBMNE59871-22	MZ026191	BOLD:AAB2322	Argynnis	42.2398	-6.45583
GRAFW1622-12	ZA2012-1996	BOLD:AAA3398	Boloria	74.1685	-42.0757
KLEPI162-11	MSA 893	BOLD:ADQ5676	Acraea	-4.046	39.666
LEAST224-17	TLMF Lep 22822	BOLD:ACE7514	Boloria	46.5222	11.7653
LENOA1374-11	LN-BD1374	BOLD:AAB5849	Boloria	49.476	0.96
LPALE3281-23	TLMF_Lep_37065	BOLD:AAA8713	Issoria	42.611	74.663
LPCOA159-19	IAvH-E-186560	BOLD:AEF5755	NA	11.0938	-74.0778
LYPAP828-09	MAL-02828	BOLD:AAB7445	Heliconius	18.121	-89.795
MBIO263-13	G3BL132	BOLD:AAZ4898	NA	3.317	101.75
MHAAB035-05	04-SRNP-21503	BOLD:AAA8568	Dircenna	11.001	-85.438
MHAAC258-06	06-SRNP-31461	BOLD:AAC2520	Pseudoscada	10.987	-85.428
NBCG071-10	FTRUPERT06	BOLD:AAA4400	Speyeria	50.704	-127.427
ABOLD003-16	TLMF Lep 21081	BOLD:AAA9312	Brenthis	47.75	16.167
ACRJP1013-23	BC-MNHNJP1356	BOLD:AAE8624	Acraea	-1.017	36.75
ASARD2232-12	INB0003460177	BOLD:AAC2429	Lycorea	9.733	-82.832
BCIBT113-09	YB-BCI123	BOLD:ABY4498	Mechanitis	9.15472	-79.8481
BKKP427-18	1WRW007	BOLD:AAI9595	Danaus	13.848	100.775
BLPEF1810-13	13-SRNP-35010	BOLD:AAA6396	Greta	10.9292	-85.4643
BOPM203-12	UMKL-JJW0203	BOLD:AER5425	Euploea	3.017	102.167
BPALB450-17	CCDB-23846 F10	BOLD:AAD3233	NA	-8.52272	-74.1142
EULEP1266-15	RVcoll.14-F659	BOLD:AAB1748	Boloria	40.205	21.064
EZBNA688-07	EZ0268CNC	BOLD:AAA6974	Boloria	70.74	-117.77
EZHBA410-07	CSG16847	BOLD:AAC1422	Boloria	51.767	91.933
EZSPC253-09	RVcoll.08-P334	BOLD:AAB5849	Boloria	42.367	0.859
GBCAB7241-24	ON586780	BOLD:AAB2344	Fabriciana	56.599	14.2408
GBGL21923-19	KR150569	BOLD:AAC5742	Euploea	-12.81	136.53
GBGL9915-12	HM051894	BOLD:AEX1951	Ithomia	-8.52272	-74.1142
GBLN1559-08	EU068939	BOLD:AAD3939	Pseudoscada	-0.52	-76.4
GBLN2141-09	FJ468751	BOLD:AAM3154	Napeogenes	-3.99	-79.93
GBMIN70756-17	KP007632	BOLD:ABX5122	Danaus	0.15592	113.965
GBMNE59784-22	MZ026231	BOLD:ACE8778	Fabriciana	41.801	2.344
GUPPY069-17	2017nk36	BOLD:ABZ2170	Speyeria	33.11	-117.16
HBNK559-07	611NK-BB5091	BOLD:AAA2067	Boloria	61.806	-140.046
LCHP351-07	07PROBE-03922	BOLD:AAA3397	Boloria	58.768	-93.858
LEPID269-11	TvW0039	BOLD:AAY7213	Amauris	-26.271	28.112
LEPMA209-15	LepMala209	BOLD:AAY7213	Amauris	-15.785	35.017
LPNGA660-05	USNM ENT 00491980	BOLD:AAD4963	Euploea	-3.38	141.59
MHAAB586-05	05-SRNP-45574	BOLD:AAA8547	Greta	10.89	-85.48
MHAAC061-06	05-SRNP-4685	BOLD:AAC5422	Eueides	10.93	-85.372
MHMYG2624-10	09-SRNP-56442	BOLD:AAB0608	Pteronymia	10.7693	-85.3466
MHMYL13196-17	16-SRNP-27144	BOLD:AAB6972	Mechanitis	10.9681	-85.3209
OECIN033-21	LPRC6633	BOLD:AAA8958	Argynnis	42.421	9.11
SCBP094-15	SCBP0094	BOLD:AAI9882	Cupha	22.557	114.058
SNA089-07	JCD52267	BOLD:ABZ2169	Speyeria	43.83	-107.202
SZL056-15	RMZ2603_4	BOLD:AAA6974	Boloria	66.687	15.419
THAME6005-23	BIOUG97775-B08	BOLD:AAR9267	NA	14.47	101.376
THAMG6952-23	BIOUG98698-A06	BOLD:AAR9267	NA	14.503	101.925
TRIHL1048-22	IAvH-TRI-A2124	BOLD:AAB6669	Dryas	3.06603	-75.3758
TRIHL133-22	IAvH-TRI-A709	BOLD:ABY6118	Tithorea	3.0622	-75.3616
TRIHL1379-22	IAvH-TRI-A2644	BOLD:AAB7446	Heliconius	3.06603	-75.3758
TRIHL500-22	IAvH-TRI-A1187	BOLD:AAC2429	Lycorea	3.06603	-75.3758
TRIHL717-22	IAvH-TRI-A1464	BOLD:AAC2429	Lycorea	3.06603	-75.3758
WMB3639-14	RVcoll.11-I498	BOLD:ACE8778	Fabriciana	37.083	-3.51
ACRJP893-21	BC-MNHNJP1235	BOLD:AAC4394	Acraea	2.78333	32.3
BCIBT288-10	YB-BCI20327	BOLD:AAB7446	Heliconius	9.15472	-79.8481
BCIBT527-11	YB-BCI21533	BOLD:AAB6669	Dryas	9.15472	-79.8481
BCIGE140-10	YB-BCI21893	BOLD:ABY4498	Mechanitis	9.15472	-79.8481
BLPDD747-09	08-SRNP-108642	BOLD:AAA9566	Danaus	10.762	-85.304
CRPEC15283-21	BIOUG73015-E06	BOLD:AAA8547	Greta	9.973	-84.094
CZBB692-23	HK4-14-KA8270	BOLD:AAA9312	Brenthis	49.403	18.054
EULEP2680-15	RVcoll.14-N764	BOLD:ACS2433	Boloria	43.549	20.041
EZHBA821-07	CSG16772	BOLD:AAA6974	Boloria	55.9	158.7
EZROM614-08	RV-06-N006	BOLD:AAB1747	Boloria	46.768	25.695
GBGL10050-12	HM052029	BOLD:AAD2671	Heliconius	-8.52272	-74.1142
GBGL18931-15	KP074764	BOLD:AAZ9926	Heliconius	-11.5246	-54.3552
GBGL19917-15	KP074307	BOLD:AAY0941	Philaethria	-11.5246	-54.3552
GBGL21929-19	KR150592	BOLD:AAC5742	Euploea	-13.04	136.19
GBGL29139-19	LT795284	BOLD:AAA3397	Boloria	63.194	-145.649
GBGL9948-12	HM051927	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN1472-08	EU069044	BOLD:AAE4910	Hyalyris	-0.52	-76.4
GBMIN70858-17	KR150550	BOLD:AAC5742	Euploea	-17.47	141.18
GBMNE59838-22	MZ026288	BOLD:AAB2344	Fabriciana	49.2291	20.3171
GBMNE59853-22	MZ026171	BOLD:AAB2322	Argynnis	65.8563	20.4228
GMGMB406-14	BIOUG16272-A01	BOLD:AAA8958	Argynnis	50.552	7.17
GMSAW1847-18	BIOUG37433-G11	BOLD:AAS0558	NA	-26.0264	27.545
GUPPY002-17	2015nk2	BOLD:ABZ0595	Speyeria	40.4942	-112.58
GUPPY604-18	CSG31521	BOLD:AAA4400	Speyeria	59.9237	-134.862
HBNK537-07	611NK-BB43499	BOLD:AAA2067	Boloria	58.641	-124.694
HBNKB053-07	764NK-28941	BOLD:ABZ4892	Speyeria	49.285	-115.446
HBNKB180-07	766NK-28332	BOLD:AAA2067	Boloria	63.656	-135.864
LMAD568-10	AC0568-8002734	BOLD:AAC4394	Acraea	-23.5283	44.1556
LOQTE725-10	gvc13905-1L	BOLD:AAC5741	Euploea	-19.2828	146.801
LOWA576-06	2005-LOWA-576	BOLD:AAA8713	Issoria	40.517	69.833
LOWAB007-07	LOWA-AR-7	BOLD:ABY9182	Argynnis	40.083	44.917
LYPAP697-09	MAL-02697	BOLD:AAC5422	Eueides	17.972	-89.358
MHAAC173-06	05-SRNP-34844	BOLD:AAA7788	Hypoleria	11.019	-85.41
MHMXE560-06	06-SRNP-56468	BOLD:AAB6972	Mechanitis	10.765	-85.384
MHMXM691-07	07-SRNP-35156	BOLD:AAA6396	Greta	10.927	-85.468
MHMYH580-10	09-SRNP-36825	BOLD:AAA6396	Greta	10.9269	-85.4682
MHMYL8067-16	16-SRNP-35047	BOLD:AAB3218	Danaus	10.9047	-85.468
OXB350-15	RVcoll.14-N064	BOLD:AAA5115	Boloria	46.301	9.842
SAMOA117-17	CB_SCRS01	BOLD:AAC5742	Euploea	-13.897	-171.778
STDC663-23	BC-Dec2642	BOLD:ABX5122	Danaus	33.7559	-4.98044
ACRJP662-11	BC-MNHNJP1099	BOLD:AAF5266	Acraea	-12	17.63
BBTH930-17	CCDB-26501-C2	BOLD:ABX5122	NA	14.5275	101.035
BPALB424-17	CCDB-23846 D08	BOLD:ACE4541	NA	-8.52272	-74.1142
BPALB432-17	CCDB-23846 E04	BOLD:ACF4280	NA	-8.52272	-74.1142
CBMP116-22	CBMP0189	BOLD:AAD1349	Godyris	1.08	-76.438
EULEP1398-15	RVcoll.14-G032	BOLD:AAA8713	Issoria	36.985	22.364
EULEP193-14	RVcoll.11-J955	BOLD:AAB2322	Argynnis	47.68	23.57
EULEP1932-15	RVcoll.14-B900	BOLD:AAB1748	Boloria	43.625	17.536
EULEP3558-16	RVcoll15H699	BOLD:AAC1422	Boloria	46.7368	8.28693
EZROM609-08	RV-07-D543	BOLD:AAB6580	Brenthis	47.431	23.863
EZSPN622-09	RVcoll.08-J854	BOLD:AAB2322	Argynnis	43.154	-4.92
GBGL21878-19	MG210063	BOLD:ADR2341	Episcada	-11.5246	-54.3552
GBGL29106-19	LT795251	BOLD:AAA3397	Boloria	52.0685	19.4357
GBGL29120-19	LT795265	BOLD:AAA3397	Boloria	59.0394	98.6705
GBGL9735-12	HM051714	BOLD:AAD3233	Oleria	-8.52272	-74.1142
GBGL9830-12	HM051809	BOLD:ACB6097	Heliconius	-8.52272	-74.1142
GBGL9884-12	HM051863	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBGL9993-12	HM051972	BOLD:AAD3249	Oleria	-8.52272	-74.1142
GBLN1741-08	EU068968	BOLD:AAC7518	Napeogenes	-0.5	-76.37
GBLN3741-14	JX573791	BOLD:ACQ4610	Ithomia	-4.69	-79.09
GBMIN70768-17	KP007653	BOLD:AAI9595	Danaus	18.5467	98.5153
GBMIN70899-17	KR150570	BOLD:AAC5742	Euploea	-12.81	136.53
GBMNE59808-22	MZ026258	BOLD:AAB2344	Fabriciana	60.5768	17.0508
GMSAV3034-18	BIOUG37433-F08	BOLD:AAS0558	NA	-26.0264	27.5448
GUPPY074-17	2017nk41	BOLD:ABZ0595	Speyeria	38	-122.719
GWORL1429-16	BC ZSM Lep 93778	BOLD:AAC2429	Lycorea	20.359	-75.258
HBNK617-07	612NK-JB262	BOLD:AAB1505	Boloria	64.43	-138.25
HBNKB119-07	766NK-TK23	BOLD:AAA4400	Speyeria	44.13	-118.971
LEATF461-14	TLMF Lep 13773	BOLD:AAB1747	Boloria	47.19	11.1
LEGI110-10	USNM ENT 00645909	BOLD:AER5425	Euploea	-5.25	145.267
LEPAR138-11	MACN-Bar-Lep-ct 01516	BOLD:AAZ7915	Euptoieta	-31.8787	-58.2693
LNOA1001-16	MACN-Bar-Lep-ct 08106	BOLD:ACV6748	Dione	-27.2977	-65.8459
LNU123-17	AVM_124	BOLD:AAI9595	Danaus	22.4191	103.852
MABUT110-10	NIBGE BUT-00110	BOLD:ABX5122	Danaus	32.0667	72.6667
MHAAB032-05	04-SRNP-35806	BOLD:AAA6396	Greta	10.927	-85.467
MHAAB437-05	04-SRNP-27249	BOLD:AAB1242	Dione	11.027	-85.495
MHAAC103-06	05-SRNP-43413	BOLD:AAB8261	Heliconius	10.918	-85.303
MHMXY621-09	08-SRNP-72394	BOLD:AAB7445	Heliconius	10.997	-85.397
MHMYC1223-09	09-SRNP-30079	BOLD:AAD1349	Godyris	10.989	-85.426
MHMYL8074-16	16-SRNP-35044	BOLD:AAD6393	Danaus	10.9047	-85.468
PLXDB246-20	BIOUG62341-B08	BOLD:AAA8547	Greta	10.763	-85.334
TRIHL889-22	IAvH-TRI-A1723	BOLD:AAC7209	Heliconius	3.05714	-75.3892
WMB4510-14	RVcoll.14-E198	BOLD:AAA8713	Issoria	38.487	-2.541
WMB6592-18	RVcoll14V683	BOLD:ACE7514	Boloria	42.09	14.08
ACRJP264-09	BC-MNHNJP0606	BOLD:AAE0755	Acraea	6.16667	0.5
ACRJP954-21	BC-MNHNJP1296	BOLD:AAC9562	Acraea	3.58333	31.0833
BIBSA2089-19	RVcoll19C236	BOLD:ABY9182	Argynnis	43.884	11.788
BLPAA39137-23	20-SRNP-134	BOLD:AAA8568	NA	10.9004	-85.3725
DUDU041-13	SCABRIDanaidae1041	BOLD:AAY7215	Amauris	0.689918	37.9531
EZROM095-08	RV-07-D221	BOLD:AAB1747	Boloria	45.083	26.517
GBGL21772-19	KP007552	BOLD:AAI9597	Danaus	-25.6973	134.023
GBGL28943-19	KY649591	BOLD:ADR5298	Actinote	3.008	-78.539
GBGL29116-19	LT795261	BOLD:AAA3397	Boloria	52.0685	19.4357
GBGL9826-12	HM051805	BOLD:ACB5952	Heliconius	-8.52272	-74.1142
GBGL9889-12	HM051868	BOLD:AAC3055	Melinaea	-8.52272	-74.1142
GBLN1524-08	EU068992	BOLD:AAD7973	Ithomia	-0.5	-76.37
GBLN3731-14	JX573776	BOLD:ACQ3070	Greta	-4.69	-79.09
GBLN4367-14	AB855832	BOLD:ACQ7524	Fabriciana	36.7674	137.469
GBMIN22188-13	JF451029	BOLD:ABZ6903	Mechanitis	-4.04	-78.9906
GBMIN22231-13	JF450943	BOLD:ACF0124	Mechanitis	-0.5228	-76.3955
GBMIN22237-13	JF450931	BOLD:ACF0124	Mechanitis	-0.4978	-76.3742
GBMNA43868-19	MK252953	BOLD:AAA5115	Boloria	45.5696	2.82261
GMSAW1744-14	BIOUG14722-A06	BOLD:AAS0558	NA	-26.026	27.545
GRAFW700-12	ZA2011-646	BOLD:AAA2067	Boloria	74.4667	-20.5667
HBNK741-07	761NK-DT62	BOLD:ACE3748	Boloria	51.202	-122.539
HBNK912-07	763NK-28621	BOLD:AAA4400	Speyeria	60.999	-137.03
JAGWI004-11	WI-JAG-004	BOLD:AAA9566	Danaus	18.2162	-66.4943
LEBO035-14	MACN-Bar-Lep-ct 03269	BOLD:AAC7292	Actinote	-16.3954	-67.5092
LEBO178-14	MACN-Bar-Lep-ct 03410	BOLD:ACO4923	Actinote	-16.3954	-67.5092
LEPID361-11	TvW0131	BOLD:AAS0558	Hyalites	-30.559	22.938
LMAD137-10	AC0137-8001227	BOLD:AAD4067	Acraea	-24.9322	46.6451
LMAD159-10	AC0159-8002405	BOLD:AAD6892	Pardopsis	-22.2332	43.3666
MHAAA231-05	00-SRNP-21900	BOLD:AAB6972	Mechanitis	10.879	-85.39
