processid	sampleid	bin_uri	genus_name	lat	lon
OPPFC072-17	BIOUG32892-E12	BOLD:AAL8269	NA	45.5151	-77.8181
OPPOE266-17	BIOUG33401-D07	BOLD:AAG7645	Vulgichneumon	44.2829	-77.7963
PLNDK1252-20	BIOUG58076-D05	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLOAP066-20	BIOUG52683-E10	BOLD:ADB7481	Carinodes	10.764	-85.333
PLPCE2835-20	BIOUG63017-A01	BOLD:AEA3657	Coelichneumon	10.763	-85.334
PLXCC040-20	BIOUG59920-C05	BOLD:AAI1659	Macrojoppa	10.763	-85.334
PLZAB514-20	BIOUG55686-D08	BOLD:ADB0819	ichneuMalaise01	10.76	-85.334
RBINA5460-13	BIOUG08060-H06	BOLD:ACF4223	NA	43.8155	-79.167
SAHYM347-10	09PROBE-A0316	BOLD:AAE2749	Ichneumon	58.7543	-93.9968
SAHYM392-10	09PROBE-A0361	BOLD:ACE3182	Ichneumon	58.7306	-93.7804
SAHYM460-10	09PROBE-A0429	BOLD:AAH1725	NA	58.7306	-93.7801
SMTPB21188-13	BIOUG05724-A03	BOLD:AAQ2900	NA	42.956	-80.051
SMTPB5417-13	BIOUG05558-A02	BOLD:AAG7745	NA	43.122	-80.298
SMTPM6444-15	BIOUG22074-A01	BOLD:ACF1442	Cratichneumon	53.257	-132.089
SMTPP4572-15	BIOUG25627-F02	BOLD:ACY3418	NA	48.139	-53.838
SSBRB3901-14	BIOUG13244-E09	BOLD:ACC2867	Cratichneumon	46.808	-60.733
SSFDA1766-14	BIOUG13504-E11	BOLD:AAH7275	NA	45.625	-65.06
SSKJA2455-14	BIOUG14921-G02	BOLD:AAH1974	NA	44.457	-65.274
SSPAA5004-13	BIOUG05855-A11	BOLD:ACE7516	Tycherus	53.9055	-106.025
SSPAC10131-13	BIOUG08466-D04	BOLD:AAH2174	NA	53.7125	-106.048
SSPAC3372-13	BIOUG07591-F10	BOLD:ACE4814	Ichneumon	53.7125	-106.048
SSPAC7156-13	BIOUG08381-E11	BOLD:ACE4814	Ichneumon	53.7125	-106.048
SSROB3638-14	BIOUG13608-G09	BOLD:AAU8850	NA	43.804	-79.146
TTHYW040-08	08BBHYM-0007	BOLD:ACF3975	Ichneumon	50.66	-99.97
TTMHY115-08	08TTML-0115	BOLD:AAG7653	NA	43.4464	-80.2512
TTMHY149-08	08TTML-0149	BOLD:AAG7630	Linycus	43.4464	-80.2512
TTMHY286-08	08TTML-0286	BOLD:ACE8616	NA	43.4464	-80.2512
TTMHY416-08	08TTML-0416	BOLD:AAG7630	Linycus	43.4464	-80.2512
AACTA4412-20	BIOUG52719-H03	BOLD:ADT9796	Gavrana	-35.261	149.059
ASAHY117-13	BIOUG02677-B10	BOLD:ACE4814	Ichneumon	45.5102	-76.9768
BBHEC608-10	09BBEHY-0608	BOLD:AAH7274	NA	48.543	-53.978
BCHYM9217-15	BC ZSM HYM 23847	BOLD:AAN3833	Amblyteles	47.939	11.184
CNLMF034-14	BIOUG11750-F06	BOLD:ACE8616	NA	46.6507	-72.9698
CNPAL028-13	BIOUG07023-F12	BOLD:AAU8863	Coelichneumon	53.85	-106.078
CNROF164-13	BIOUG08615-G03	BOLD:ACK7320	NA	43.8223	-79.1897
CNYOJ1597-15	BIOUG19682-A02	BOLD:ABZ7151	NA	51.365	-116.528
COLHH638-18	CollHH638	BOLD:ACE3182	Ichneumon	59.288	5.26422
COLMS1070-22	BIOUG91279-E07	BOLD:ACD9271	NA	38.9112	-105.198
CRALB44754-21	BIOUG71221-C02	BOLD:AEM5551	Carinodes	9.015	-83.004
CRBLC7903-22	BIOUG90822-A01	BOLD:ADJ7102	Carinodes	9.969	-83.449
CRQUA14361-22	BIOUG78209-C11	BOLD:AEP3508	ichneuMalaise01	9.614	-83.819
CRQZA6982-22	BIOUG78281-C11	BOLD:AEP1584	ichneuMalaise01	9.614	-83.818
FBIIA601-10	BC ZSM HYM 03546	BOLD:AAN2954	Rictichneumon	45.0347	6.40599
FBIIA754-10	BC ZSM HYM 03699	BOLD:AAK1070	Chasmias	48.167	11.396
FBIIA954-10	BC ZSM HYM 03899	BOLD:AAE2408	Ichneumon	46.4333	5.8
GBMIN35225-13	HM020640	BOLD:ACD4879	Trachyarus	62.1942	25.9358
GMCVD102-16	BIOUG27888-B05	BOLD:AAI2298	Ichneumon	48.5197	-123.43
GMGMJ116-14	BIOUG17068-H11	BOLD:AAI4109	Coelichneumon	50.552	7.17
GMGMJ585-14	BIOUG17072-A08	BOLD:ACJ7476	Phaeogenes	50.552	7.17
GMGMJ647-14	BIOUG17072-F10	BOLD:ACI7609	Platylabus	50.552	7.17
GMGMJ664-14	BIOUG17072-H03	BOLD:ACI7609	Platylabus	50.552	7.17
GMGMK413-14	BIOUG17176-A07	BOLD:ACC3068	Exephanes	50.552	7.17
GMHLU018-16	BIOUG26904-F01	BOLD:AEM5773	NA	15.494	-88.214
GMMDN1468-15	BIOUG20056-H01	BOLD:ACT6094	NA	-18.9438	48.4316
GMMSQ104-18	BIOUG37384-F07	BOLD:ACO7296	NA	3.84118	101.486
GMNWI2268-14	BIOUG15847-H08	BOLD:AAU8370	Epitomus	63.405	10.383
GMONJ052-15	BIOUG22280-E04	BOLD:AAH7274	NA	53.616	-132.016
GMORK022-15	BIOUG23264-F10	BOLD:ACE4814	Ichneumon	65.2791	-126.83
GMSCE238-20	BIOUG51795-B11	BOLD:AAH2004	Phaeogenes	33.997	-119.716
GMVVB297-16	BIOUG27703-E11	BOLD:AAH2004	Phaeogenes	48.5197	-123.43
HPPPL600-13	BIOUG07818-E08	BOLD:AAH1816	Aoplus	44.623	-63.569
JBLRB1406-23	BIOUG99488-B06	BOLD:AAH1919	NA	46.044	-109.805
JICCM844-16	BIOUG29670-B04	BOLD:ADB4475	ichneuMalaise01	10.763	-85.334
JICCZ1408-16	BIOUG29841-D08	BOLD:ACR7671	ichneuMalaise01	10.763	-85.334
JIEES323-16	BIOUG29515-A10	BOLD:ADB0819	ichneuMalaise01	10.76	-85.334
JSHYP789-12	BIOUG01282-E03	BOLD:AAU8863	Coelichneumon	44.621	-75.773
LKMSC007-15	NZAC04106124	BOLD:ABA4062	Aucklandella	-36.966	174.611
MPGJ2840-19	BIOUG51049-F01	BOLD:ACI3647	NA	46.7	-113.978
NGNAA485-13	BIOUG07049-A10	BOLD:ACI3647	NA	50.643	-120.517
NOICH339-19	HYM086	BOLD:AAN3058	Diphyus	58.9989	9.95957
NSMTP483-15	SMTP483	BOLD:ACE1167	Amblyjoppa	57.537	18.338
NZICH268-20	NZAC03034916	BOLD:ABX9926	Degithina	-45.819	170.512
ONTA28518-23	BIOUG85496-B06.ONT3	BOLD:AEX2551	Carinodes	9.969	-83.449
ONTB24017-23	BIOUG95282-G05.ONT3	BOLD:AFD9201	ichneuMalaise01	9.016	-83.004
ONTBP21183-23	BIOUG97777-B07.ONT2	BOLD:AAH7275	NA	54.774	-127.108
OPPAM1154-17	BIOUG34123-E12	BOLD:AAU8756	Stenodontus	45.256100000000004	-77.1922
PLDEA059-20	BIOUG62736-C08	BOLD:ADB6570	Carinodes	10.761	-85.335
PLECG2857-20	BIOUG55402-A11	BOLD:ADB5295	ichneuMalaise01	10.763	-85.334
PLFCI861-20	BIOUG60121-G06	BOLD:AEF7527	ichneuMalaise01	10.763	-85.334
PLFEI334-21	BIOUG64126-B05	BOLD:ADB0819	ichneuMalaise01	10.76	-85.334
PLXDF2260-20	BIOUG62822-D08	BOLD:ACR7671	ichneuMalaise01	10.763	-85.334
RRSSC5027-15	BIOUG23897-H05	BOLD:ACC7451	NA	43.3908	-80.3747
SMTPL2271-15	BIOUG21931-B11	BOLD:ACE9045	Ichneumon	44.818600000000004	-77.1858
SSKNA8241-15	BIOUG24411-F04	BOLD:ACF1442	Cratichneumon	57.532	-130.202
THAMC7222-22	BIOUG95316-C03	BOLD:ACD4551	NA	14.434	101.369
TRIHM186-22	IAvH-TRI-FCZ0183	BOLD:AEU5990	Barichneumon	3.06417	-75.3731
TTHYW882-08	HYMN 0116.02	BOLD:ACE9045	Ichneumon	43.537	-80.134
UKAN2330-23	NHMUK015134190	BOLD:AAF3971	Vulgichneumon	50.7799	-1.82476
ZMUCG382-12	zmuc00023553	BOLD:AAH2174	Cratichneumon	63.05	-49.783
BCHYM676-13	BC ZSM HYM 19771	BOLD:ADL7997	Misetus	47.459	11.25
CNBAI383-13	BIOUG06775-A04	BOLD:AAK3172	NA	51.209	-115.51
CNGRK122-13	BIOUG06454-B10	BOLD:ACB8824	NA	49.149	-107.53
CNGSD2660-15	BIOUG21116-H11	BOLD:AAH1550	Aethecerus	49.001	-106.557
CNGSD2913-15	BIOUG21119-F03	BOLD:AAU8370	NA	49.001	-106.557
CNGSD7317-15	BIOUG20719-H09	BOLD:ACE8619	NA	49.001	-106.557
CNGSF2784-15	BIOUG21601-H10	BOLD:AAU8370	NA	49.001	-106.557
CNGSG2310-15	BIOUG21834-A06	BOLD:AAU8234	NA	49.001	-106.557
CNGSI2978-15	BIOUG21471-G08	BOLD:AAM9124	NA	49.001	-106.557
CNGSI3145-15	BIOUG21473-E09	BOLD:ACL9662	NA	49.001	-106.557
CNKTB565-14	BIOUG17907-B12	BOLD:AAK3172	NA	50.885	-116.052
CNKTG007-15	BIOUG18066-G05	BOLD:AAH7255	Coelichneumon	50.885	-116.052
CNRME4500-12	BIOUG03724-E02	BOLD:AAH2179	NA	50.676	-99.898
CNSIE094-15	BIOUG20003-G09	BOLD:AAG7652	NA	43.933	-60.008
CNSLB257-12	BIOUG02736-B09	BOLD:AAG7745	NA	44.475	-75.865
CNTIC6229-15	BIOUG20806-A06	BOLD:ACE8616	NA	44.453	-75.865
CNTIH3474-15	BIOUG21291-A09	BOLD:AAG7645	Vulgichneumon	44.453	-75.865
CNTNG1680-14	BIOUG12993-E07	BOLD:AAH1974	NA	48.598	-53.9702
CNYOJ1601-15	BIOUG19682-A06	BOLD:AAK3172	NA	51.365	-116.528
COLHH1997-18	CollHH1806	BOLD:ACR4139	Stenobarichneumon	59.496	5.883
CRALA25028-21	BIOUG71580-A09	BOLD:AEN1101	ichneuMalaise01	9.015	-83.004
CRALA47704-21	BIOUG71233-A06	BOLD:AEN4479	ichneuMalaise01	9.015	-83.004
CRALB19413-21	BIOUG71237-B08	BOLD:AEN4479	ichneuMalaise01	9.015	-83.004
CRALB37725-21	BIOUG72555-F03	BOLD:AEN9715	ichneuMalaise01	9.015	-83.004
CRALC14257-21	BIOUG72979-C12	BOLD:AEO3902	Carinodes	9.015	-83.004
CRALC9396-21	BIOUG64000-G08	BOLD:AEN7798	Setanta	9.015	-83.004
CRATB12845-23	BIOUG95283-B03	BOLD:AEO5999	ichneuMalaise01	9.016	-83.004
CRBLA12442-22	BIOUG76552-D05	BOLD:AEI5370	ichneuMalaise01	9.969	-83.449
CRPEA47503-21	BIOUG73870-A06	BOLD:ACE1969	Barichneumon	9.973	-84.094
CRPED39973-21	BIOUG64400-H08	BOLD:ACG8036	ichneuMalaise01	9.973	-84.094
CRQZA33144-22	BIOUG85452-G05	BOLD:AEP3517	Setanta	9.614	-83.818
FBIIA614-10	BC ZSM HYM 03559	BOLD:AAN2955	Rictichneumon	45.0347	6.40599
FBIIA978-10	BC ZSM HYM 03923	BOLD:AAN2845	Ichneumon	48.4686	11.9357
GBICH037-12	BC ZSM HYM 13717	BOLD:AAJ9859	Virgichneumon	51.586	5.079
GMCEC14523-21	BIOUG63991-F01	BOLD:ADF4946	Carinodes	10.929	-85.464
GMGMM1067-14	BIOUG17375-A06	BOLD:AAK0011	Virgichneumon	50.552	7.17
GMGSF410-12	BIOUG02949-D07	BOLD:AAG7654	NA	35.6859	-83.4986
GMLED4164-23	CBG-A17612-H09	BOLD:ACW0288	Dicaelotus	34.3097	35.9906
GMNWK3610-14	BIOUG16253-E04	BOLD:ACE3182	Ichneumon	63.405	10.383
GMOCL233-15	BIOUG22953-E11	BOLD:AAH7270	NA	54.768	-126.935
GMONH2553-15	BIOUG25012-D10	BOLD:AAH7274	NA	53.616	-132.016
GMORK278-15	BIOUG23580-A04	BOLD:AAD5318	Ichneumon	65.2791	-126.83
GMSJG006-18	BIOUG38228-B02	BOLD:ABX3584	NA	-26.1826	27.9975
HPPPD1724-13	BIOUG07372-F11	BOLD:AAH2174	NA	44.623	-63.569
ONTBP10952-23	BIOUG91338-D12.ONT1	BOLD:ACJ1122	NA	54.774	-127.108
OPPHG1450-17	BIOUG35926-E01	BOLD:ABZ7151	NA	44.8941	-77.1969
PHMAL492-10	10PHMAL-0492	BOLD:AAU8321	NA	43.537	-80.134
PHMTX941-11	BIOUG00861-E09	BOLD:AAG7707	Coelichneumon	43.537	-80.134
PLAAH027-18	BIOUG44433-E07	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLABF103-19	BIOUG48944-F01	BOLD:ACG8036	ichneuMalaise01	10.763	-85.334
PLBAL014-18	BIOUG44441-C03	BOLD:ADB0819	ichneuMalaise01	10.764	-85.335
PLEAE026-19	BIOUG46678-H02	BOLD:AEA2440	ichneuMalaise01	10.763	-85.334
PLECK2703-20	BIOUG56573-C04	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLIBZ065-20	BIOUG51910-E09	BOLD:ADB0819	ichneuMalaise01	10.761	-85.335
PLLBD6435-20	BIOUG51763-F10	BOLD:ADW1567	ichneuMalaise01	10.763	-85.334
PLYAD133-20	BIOUG55360-F02	BOLD:AAL1427	Diacantharius	10.761	-85.335
PLYAN326-20	BIOUG56549-G11	BOLD:AAC9790	Tricholabus	10.761	-85.335
SSBAF3949-13	BIOUG06098-G02	BOLD:ACE3182	Ichneumon	51.407	-116.154
SSPAC10096-13	BIOUG08466-A05	BOLD:ACC9196	NA	53.7125	-106.048
TTMHY197-08	08TTML-0197	BOLD:AAG7654	NA	43.4464	-80.2512
UKAN2325-23	NHMUK015134185	BOLD:ACE3182	Ichneumon	50.9554	-2.03295
UKAN4097-24	NHMUK015554078	BOLD:ACE0975	Homotherus	53.534	-0.965
AMTPA2300-15	BC-ZSM-HYM-24079-B08	BOLD:ACR7046	Tycherus	47.393	10.362
ASGLE1112-10	ASGLE-1112	BOLD:ABZ7151	NA	43.554	-80.264
ASWAX131-08	07PROBE-22565	BOLD:ACF5817	Ichneumon	58.731	-93.78
BBHYA3310-12	BIOUG02688-B06	BOLD:AAZ7721	Diadromus	38.016	-119.15
BBHYL684-10	10BBCHY-3638	BOLD:ABZ4238	Ichneumon	53.905	-106.074
CNFDM105-14	BIOUG11257-C02	BOLD:AAU8756	Stenodontus	45.5894	-64.9556
CNFNR3918-14	BIOUG11961-A01	BOLD:AAH7270	NA	48.857	-64.376
CNKTG1936-15	BIOUG18861-G07	BOLD:ACE9038	Ichneumon	50.885	-116.052
CNPEK086-14	BIOUG10556-E10	BOLD:AAG7633	NA	46.4123	-63.085
COLHH550-18	CollHH550	BOLD:ACC3506	Asthenolabus	59.5161	5.27878
COLMS3170-22	BIOUG94445-C11	BOLD:AAK3167	Tycherus	38.91	-105.2
CRHYA4891-22	BIOUG78022-D07	BOLD:AEP3672	Macrojoppa	9.649	-83.071
CRPEB29123-21	BIOUG72670-H08	BOLD:ADB9082	ichneuMalaise01	9.973	-84.094
CRPSA3203-22	BIOUG91159-C10	BOLD:ADB9082	ichneuMalaise01	9.974	-84.093
EMPUL26561-23	CBG-A04577-E06	BOLD:AEX3383	NA	0.022	-78.502
FBIIA368-10	BC ZSM HYM 02838	BOLD:AAJ2757	Lymantrichneumon	51.083	10.4262
GBACU1521-12	BC ZSM HYM 13776	BOLD:AAZ7718	Diadromus	51.9625	5.0344
GBICH476-17	BC-ZSM-HYM-23653-A01	BOLD:ACG4851	Notosemus	59.245	11.6828
GMGMA601-14	BIOUG16211-B12	BOLD:AAF2941	Ichneumon	50.552	7.17
GMGML1438-14	BIOUG17271-F03	BOLD:ACR4139	Stenobarichneumon	50.552	7.17
GMGML192-14	BIOUG17229-H09	BOLD:AAI7588	Ichneumon	50.552	7.17
GMGMM412-14	BIOUG17301-B04	BOLD:ACC3068	Exephanes	50.552	7.17
GMHLR432-16	BIOUG26904-A05	BOLD:AEM5773	NA	15.4944	-88.214
GMMDN2944-15	BIOUG20574-A02	BOLD:ACT8229	NA	-18.9438	48.4316
GMMVB112-18	BIOUG44446-B05	BOLD:AAN7931	Dilopharius	20.0322	-97.1056
GMNWI1619-14	BIOUG15813-E01	BOLD:AAU8370	Epitomus	63.405	10.383
GMNWK1344-14	BIOUG16303-B09	BOLD:AAI5975	Colpognathus	63.405	10.383
GMOCL758-15	BIOUG22959-H01	BOLD:ACE9045	Ichneumon	54.768	-126.935
GMONH2577-15	BIOUG25012-F10	BOLD:AAH7274	NA	53.616	-132.016
GMONJ047-15	BIOUG22280-D11	BOLD:AAH7274	NA	53.616	-132.016
GMOQF007-15	BIOUG25012-H08	BOLD:AAK3172	NA	60.5954	-134.953
GRAFW158-11	za2011-162	BOLD:AAD5318	Ichneumon	74.4667	-20.5667
HPPPB129-13	BIOUG07080-C11	BOLD:AAG8176	NA	44.623	-63.569
ICHFI1356-13	FICH-001641	BOLD:AAL2075	Diphyus	60.452	26.001
ICHNN012-16	HymVM265	BOLD:ADL7865	Ichneumon	67.3022	14.5871
JICCX035-16	BIOUG29757-E12	BOLD:ACG8317	Setanta	10.763	-85.334
JSHYN412-11	BIOUG01048-B07	BOLD:ACE4814	Ichneumon	44.621	-75.773
JSHYP184-11	BIOUG01283-D07	BOLD:AAG7707	Coelichneumon	44.621	-75.773
NZHYM1733-12	NZAC04043648	BOLD:ACB8646	Aucklandella	-45.84	170.521
NZICH324-20	NZAC03030110	BOLD:ABZ8015	Aucklandella	-36.625	175.802
ONTA28729-23	BIOUG85515-D03.ONT3	BOLD:AEP3672	Macrojoppa	9.969	-83.449
ONTBP12673-23	BIOUG91334-E11.ONT2	BOLD:ABZ7151	Dirophanes	54.774	-127.108
OPPCI514-17	BIOUG34563-D03	BOLD:AAH2179	NA	44.8253	-79.9846
OPPFE087-17	BIOUG33159-F07	BOLD:ACE4814	Ichneumon	45.5151	-77.8181
OPPOC913-17	BIOUG33069-E05	BOLD:ACF1442	Cratichneumon	44.2829	-77.7963
OPPOI158-17	BIOUG34672-D05	BOLD:ACF1442	Cratichneumon	44.2829	-77.7963
OPPQG223-17	BIOUG34605-B01	BOLD:AAH7266	NA	44.5178	-76.5394
OPPQI054-17	BIOUG34039-H07	BOLD:ACE9045	Ichneumon	44.5178	-76.5394
PLEAF018-19	BIOUG48398-B01	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLKCY360-20	BIOUG60545-H03	BOLD:ADA8497	Barichneumon	10.76	-85.334
RRINV3859-15	BIOUG24040-E11	BOLD:AAG7676	NA	43.3843	-80.3539
SMTPR4201-16	BIOUG31067-B05	BOLD:AAH7265	NA	45.3117	-66.1965
SMTPS873-16	BIOUG31125-B09	BOLD:AAG7633	NA	43.4961	-80.622
SSKJA3603-14	BIOUG15135-C08	BOLD:AAH7274	NA	44.457	-65.274
SSKJB2776-14	BIOUG15989-H07	BOLD:AAH7288	NA	44.4426	-65.2652
SSKUB5066-15	BIOUG26751-H07	BOLD:ABZ7151	NA	60.748	-137.513
SSPAA4999-13	BIOUG05855-A06	BOLD:ACF9659	NA	53.9055	-106.025
SSPAC10121-13	BIOUG08466-C06	BOLD:AAH2174	NA	53.7125	-106.048
SSROA1494-14	BIOUG12340-F02	BOLD:AAH7266	NA	43.808	-79.137
SSWLE7673-13	BIOUG08963-C05	BOLD:AAI2298	Ichneumon	49.088	-113.883
TDAAT113-19	ABOL-BioBlitz 2019 19-0731	BOLD:ACC3506	Asthenolabus	48.2364	14.8471
ABINP5042-21	BIOUG66100-A03	BOLD:ACF1483	NA	69.162	-140.172
ASAHY131-13	BIOUG02677-C12	BOLD:ACF2807	Ichneumon	45.5102	-76.9768
ASHYM090-08	DHJPAR0023338	BOLD:AAF8231	Diacantharius	10.763	-85.413
BBHYE182-10	09BBEHY-1182	BOLD:AAH1853	Cratichneumon	46.819	-60.623
BCHYM15733-17	BC-ZSM-HYM-27497-D08	BOLD:ACH7626	Coelichneumon	59.5763	11.5192
BCHYM698-13	BC ZSM HYM 19793	BOLD:AAH1935	Phaeogenes	43.714	10.367
CNNHD2829-14	BIOUG17402-A06	BOLD:AAH1974	NA	61.606	-125.758
CNSLO1235-13	BIOUG07023-A04	BOLD:AAU8697	NA	44.475	-75.865
CNTNI1346-14	BIOUG13434-A06	BOLD:AAU9790	Platylabus	48.598	-53.9702
CNVUB040-14	BIOUG17239-G05	BOLD:ABZ7151	NA	68.424	-140.365
COLHH650-18	CollHH650	BOLD:ACE8821	Ichneumon	59.5161	5.27878
CRALB17176-21	BIOUG71595-F04	BOLD:AEM8697	ichneuMalaise01	9.015	-83.004
CRALC19156-21	BIOUG70364-C07	BOLD:AEM5773	Setanta	9.015	-83.004
CRALC20704-21	BIOUG64452-F10	BOLD:AEP2868	ichneuMalaise01	9.015	-83.004
CRALD2431-23	CBG-A06258-D04	BOLD:AEN4479	NA	9.015	-83.004
CRATA28704-22	BIOUG92291-B10	BOLD:AEM8697	ichneuMalaise01	9.016	-83.004
CRBLC51827-22	BIOUG89998-G06	BOLD:AEC8119	Diacantharius	9.969	-83.449
CRBOA53393-23	CBG-A01719-H01	BOLD:AFE1600	ichneuMalaise01	10.759	-85.009
CRBOE29069-23	CBG-A07050-C06	BOLD:ADZ8364	NA	10.759	-85.009
CRBOE34532-23	CBG-A09167-F05	BOLD:AFE1600	NA	10.759	-85.009
CRCEC14383-22	BIOUG77762-C02	BOLD:AEC8119	Diacantharius	10.327	-84.079
CRPSA25137-23	BIOUG99528-B04	BOLD:ACE1969	Barichneumon	9.974	-84.093
CRPSA25205-23	BIOUG99528-G12	BOLD:ADB5402	ichneuMalaise01	9.974	-84.093
CRSGC10449-23	CBG-A05436-E12	BOLD:AAL1427	NA	10.88	-85.389
DTNHM5630-23	NHMUK014446441	BOLD:ACH4445	Hoplismenus	51.77	-1.31
FBIIA191-10	BC ZSM HYM 02661	BOLD:ACF5615	Ichneumon	50.19	8.09
FBIIA450-10	BC ZSM HYM 03110	BOLD:ADN8479	Platylabus	49.2914	10.9955
GMAF209-19	MACN-Bar-Ins-ct 08299	BOLD:ABA5985	Coelichneumon	-26.3028	-58.815
GMFIF065-12	BIOUG04152-H11	BOLD:ACC4178	Tycherus	65.148	25.838
GMODL085-15	BIOUG22671-G05	BOLD:AAU9312	NA	54.774	-127.108
GMODL4700-22	BIOUG94629-A08	BOLD:AAH2004	Phaeogenes	54.774	-127.108
GMSVA8635-22	BIOUG85812-D11	BOLD:AAU8321	NA	37.89	-119.096
JCCCA045-16	BIOUG29773-G07	BOLD:ADA8497	Barichneumon	10.763	-85.334
JSHYM223-11	BIOUG01028-C09	BOLD:ACE4814	Ichneumon	44.621	-75.773
JSHYN361-11	BIOUG01044-F03	BOLD:AAQ2900	NA	44.621	-75.773
JSHYN948-11	BIOUG01093-G08	BOLD:ACE7516	Tycherus	44.621	-75.773
JSHYO912-11	BIOUG01259-E09	BOLD:ACF1442	Cratichneumon	44.621	-75.773
MAHYM344-10	NIBGE HYM-00344	BOLD:AAQ0502	NA	30.95	70.9333
MBIOI106-13	BIOUG09349-G03	BOLD:ACK7320	NA	43.528	-80.229
MPGH2937-19	BIOUG51161-F03	BOLD:AAG7732	NA	46.709	-113.986
OPPCE9205-17	BIOUG34105-F08	BOLD:AAH7275	NA	44.8253	-79.9846
PHAAJ829-17	BIOUG32489-D03	BOLD:AAU8234	NA	43.54	-80.14
PHNXG060-13	BIOUG09267-E12	BOLD:AAG7654	NA	43.54	-80.14
PLEAI051-19	BIOUG48398-G02	BOLD:ACR7317	Carinodes	10.763	-85.334
PLLBE6986-20	BIOUG52688-C10	BOLD:ACE1969	Barichneumon	10.763	-85.334
PLPCG1159-20	BIOUG58221-D03	BOLD:ACG8381	Carinodes	10.763	-85.334
SMTPR9365-16	BIOUG31143-C01	BOLD:AAH1907	NA	56.482	-109.435
SSKJA2457-14	BIOUG14921-G04	BOLD:AAH2179	NA	44.457	-65.274
SSPAC793-13	BIOUG06153-G07	BOLD:ACC9196	NA	53.7125	-106.048
BCHYM7619-15	BC-ZSM-HYM-27761-B07	BOLD:ACC0300	Cratichneumon	49.097	13.201
BCHYM9219-15	BC ZSM HYM 23849	BOLD:ACC2884	Cratichneumon	49.985	9.771
CNGBF973-14	BIOUG09852-D09	BOLD:AAG7776	NA	44.8515	-79.8744
CNGME052-14	BIOUG09981-B05	BOLD:AAH7274	NA	49.568600000000004	-57.8302
CNGSE3288-15	BIOUG21693-H02	BOLD:AAU8370	NA	49.001	-106.557
CNGSF459-15	BIOUG21527-E01	BOLD:AAQ2900	NA	49.001	-106.557
CNPKJ3489-14	BIOUG11924-A07	BOLD:ACL9211	Ichneumon	48.601	-86.2893
CNSIF1514-15	BIOUG19631-A07	BOLD:ABZ6673	NA	43.933	-60.008
COLHH582-18	CollHH582	BOLD:ACI7791	Aglaojoppa	59.288	5.26422
CRALC12545-21	BIOUG71248-B09	BOLD:ADO3117	Setanta	9.015	-83.004
CRALC29361-21	BIOUG73002-B07	BOLD:AEM5773	Setanta	9.015	-83.004
CRCEA7798-21	BIOUG73026-E05	BOLD:AEP2664	ichneuMalaise01	10.327	-84.079
CRCEC32051-22	BIOUG83270-G11	BOLD:AEU0526	ichneuMalaise01	10.327	-84.079
CRHTA2196-22	BIOUG64406-F09	BOLD:AEI5370	ichneuMalaise01	9.648	-83.071
CRHTA2204-22	BIOUG64406-G05	BOLD:ACG8381	Carinodes	9.648	-83.071
CRHYA23769-22	BIOUG85466-E08	BOLD:AER7681	Carinodes	9.649	-83.071
CRHYA26085-22	BIOUG85260-E01	BOLD:ADU0438	ichneuMalaise01	9.649	-83.071
ELPCH682-17	BIOUG35454-C06	BOLD:AAG8075	NA	44.5634	-76.5526
FBIIA337-10	BC ZSM HYM 02807	BOLD:AAD5318	Ichneumon	37	14
GBIOB1706-19	BIOUG45923-B04	BOLD:AAU8756	Stenodontus	49.7873	-57.8751
GMBMS089-18	BIOUG36769-H07	BOLD:AAK1070	Chasmias	53.9156	27.6062
GMGRF3235-13	BIOUG04991-H11	BOLD:AAD5318	Ichneumon	48.9509	13.422
GMIHX030-19	BIOUG48951-E01	BOLD:ACO5212	Ctenichneumon	32.1369	34.9507
GMOFC011-19	BIOUG44825-A11	BOLD:AAG7695	NA	60.0024	-111.906
GMOKH537-15	BIOUG24447-E12	BOLD:AAU8294	Asthenolabus	43.478	-80.588
HEJUL292-12	BIOUG02386-B03	BOLD:AAU8706	NA	43.537	-80.134
JBLRB6972-23	BIOUG99916-D01	BOLD:ACL9662	Dicaelotus	44.745	-111.765
JSHYM797-11	BIOUG01034-D01	BOLD:AAH7275	NA	44.621	-75.773
LPRCT266-19	BC-LPRCorse3591	BOLD:AEC3888	Misetus	41.772	9.12277
NZHYM1408-12	NZAC04043531	BOLD:ABX9664	Lusius	-45.84	170.521
NZICH385-20	NZAC03038650	BOLD:ABX9926	Degithina	-36.625	175.802
OPPCE9210-17	BIOUG34105-G01	BOLD:AAN8208	NA	44.8253	-79.9846
OPPEM2105-17	BIOUG35260-B09	BOLD:AAU9399	Cyclolabus	44.7812	-76.2336
OPPWE4949-17	BIOUG34265-B05	BOLD:AAG7654	NA	42.6059	-81.4424
PLEAN035-19	BIOUG48414-A08	BOLD:ACG8317	Setanta	10.763	-85.334
PLLBE7040-20	BIOUG52688-H04	BOLD:ACK6099	ichneuMalaise01	10.763	-85.334
PLLBH3292-20	BIOUG52909-G09	BOLD:ADB0819	ichneuMalaise01	10.763	-85.334
PLXCN713-20	BIOUG62335-F12	BOLD:AAC9790	Tricholabus	10.763	-85.334
